Brand name,Year of Establishment,Brand Origin,Model,Customer Name,Customer Address,Date of Sell,Postcode,Contact,Phone Number,Spec_1,Spec_2,Price
Cooper and Sons,1929,Burundi,Daniel White,Christina Bradford,"35347 Jerry Forges
Port Christian, VI 76798",2018-11-27,43964,scottbentley@example.com,110-344-5678x2938,Spec_0 : OWLWvIPpYZ,Spec_1 : xYLSvZTXjD,9664292
Kline-Bush,1937,Bolivia,Amy Brown,Ryan Hardy,"90722 Megan Landing
Bradleyborough, TN 17480",2011-11-23,29063,elizabeth42@example.com,010.369.0291x802,Spec_0 : eOitvvYdtW,Spec_1 : ryWYgowiPm,4081647
"Riddle, Francis and Murphy",2009,Mexico,Carol Wall,Heather Ross,"Unit 6642 Box 5948
DPO AA 32724",2018-12-26,94854,pottsjesus@example.org,+1-832-506-4545x0804,Spec_0 : csmyTNYDGC,Spec_1 : tdevYROBeg,1103821
Lopez Group,1970,Sri Lanka,Angela Landry,Gregory Lucas,"620 Clark Junctions Suite 362
Danielsburgh, SC 51646",2015-05-24,70833,christie05@example.com,408-796-6830x0361,Spec_0 : gtAWOLjOmK,Spec_1 : awgTphFWHn,6494467
"Kemp, Perez and Morris",1906,Martinique,James Alvarez,Nicholas Stevens,"24174 Pamela Light Suite 595
Port Ericmouth, MI 86433",2002-12-12,99893,rickey78@example.com,972-398-8463x5360,Spec_0 : WPCDloYinq,Spec_1 : nbdrVnYWAx,2672599
Torres LLC,2000,Libyan Arab Jamahiriya,Katherine Williams,Joshua Wiggins,"7784 Jeffrey Motorway
Lake Joseph, AR 47234",2019-06-05,54993,abigail08@example.net,(308)996-3681,Spec_0 : PLUdwEKddT,Spec_1 : KZmzdGfGVl,9836395
"Ryan, Jimenez and Mcconnell",2003,Nauru,Fred Mendez,Michelle Gillespie,"5898 Parrish Mount
North Danielle, OR 62300",2011-01-08,42257,munozkatrina@example.net,177.469.6597,Spec_0 : TNWZqfUoQF,Spec_1 : KokxGOBdys,2432805
Sanchez-Wilson,2022,Niue,Colleen Chung,Jonathan Campos,"PSC 6262, Box 2919
APO AE 05148",2005-12-24,92048,williamstyler@example.net,7849061659,Spec_0 : VLpAkwpJow,Spec_1 : DklCeYIYVq,2018383
Wise-Carter,1921,Morocco,Pamela White,Joann Thomas,"701 Mathews Lodge Apt. 131
New Stevenbury, ME 20336",2003-03-30,40767,ymyers@example.net,+1-175-036-7249x03395,Spec_0 : DLhLjnmHOq,Spec_1 : RBqYqSBIEe,4742625
Griffith-Oliver,2000,Guinea,Drew Moon,Ashley Gallagher,"12519 Wilkinson Falls
Katherinebury, TN 14362",2002-02-17,12181,jacob00@example.net,+1-994-192-0376x657,Spec_0 : yVKzXNWWyq,Spec_1 : KhxUynOyOY,6230979
Blake PLC,1972,Tokelau,Bruce Mckay,Ian Reese,"1322 Erin Lights Suite 375
Rosalestown, IL 03153",2021-06-05,29385,nicholas74@example.com,(985)324-4972x5161,Spec_0 : yVieiXtEkb,Spec_1 : MXrHORREdx,5458776
Cook and Sons,1991,Portugal,Cameron Escobar,James Perez,"96767 Rice Plaza Apt. 245
North David, RI 76078",2022-08-05,14648,lwaller@example.com,001-824-414-9515,Spec_0 : MwlCcYQQJF,Spec_1 : PpASwhyaKj,6719621
Lopez-Martin,1959,Guadeloupe,James Soto,Meghan Nguyen,"014 Rebecca Prairie Apt. 326
Alexshire, GA 13223",2022-08-04,76201,tbarrett@example.org,+1-131-657-4889x0083,Spec_0 : opJYeJowrI,Spec_1 : QMnGiCmXWv,1073242
"Diaz, Lloyd and Mathews",1915,Guatemala,Thomas Evans,Tracy Smith,"3592 Ball Mill
Kathrynmouth, VT 39180",2020-08-29,53637,nicole56@example.net,+1-363-031-1853,Spec_0 : LGpyzdyheg,Spec_1 : BBZblyEGSC,3039549
"Hill, Carroll and Munoz",1980,Grenada,Julia Gomez,Kelly Pacheco,"USCGC Romero
FPO AA 39352",2003-10-16,41653,fwade@example.org,516-909-6783x785,Spec_0 : joitOKQpPY,Spec_1 : AEyHbrqkJf,6623302
Bautista-Thomas,1944,Fiji,Ruben Brewer,John Massey,"3689 Edward Viaduct
Lake Debbie, NV 81396",2023-07-19,49902,ashley69@example.org,4432565621,Spec_0 : fotKvPqtXa,Spec_1 : arjEsAHaEN,1161546
Beck Ltd,1959,Bermuda,Lynn Stafford,Anthony Lopez,"Unit 1155 Box 8212
DPO AA 32165",2003-04-06,82548,kvargas@example.com,+1-217-644-1429x737,Spec_0 : XbfRHmrtMv,Spec_1 : PdTIGaNIQB,5064022
Warner-King,1945,French Southern Territories,Tyler Alvarado,Brittney Campbell,"172 Wagner View Apt. 473
New Jackfurt, PW 40211",2011-09-20,51112,mariahernandez@example.net,(193)662-5776,Spec_0 : kTdIVDVDMh,Spec_1 : rJiywKWyBY,9544170
Carpenter-Webb,1913,Kyrgyz Republic,Andrew Turner,James Stark,"46352 Jeffrey Plaza Suite 626
Joneston, ME 91900",2023-11-09,09133,collinskenneth@example.com,(211)319-9658x759,Spec_0 : EUikgzbaea,Spec_1 : xlBzqRSmPf,8081129
"Singh, Kidd and Herrera",2018,Papua New Guinea,Laurie Martinez,Jeffrey Brown,"58115 Crystal Trafficway Apt. 333
New Tiffany, WA 96941",2016-01-20,09643,edwardfernandez@example.com,409-098-7600,Spec_0 : JtRXqZBLKc,Spec_1 : lrabDPPePK,6055182
Mason-Myers,1929,Madagascar,Lauren Johnson,Scott Jacobs,"0664 Veronica Pass
New Melissaton, ID 75502",2015-12-11,67715,bpatel@example.com,376-590-5597,Spec_0 : tRHynufpFx,Spec_1 : OxAgzfvfSR,7952377
Bailey-Miller,2021,Saint Martin,Lee Berry,Julie Hall,"653 Mcdaniel Run Apt. 485
Lake Elizabethmouth, CO 98651",2019-11-19,52421,meganhughes@example.net,391.411.5144x9132,Spec_0 : iWvFaJDoNG,Spec_1 : AIlkKeVtwy,7838326
Williamson LLC,1998,Peru,Sean Hernandez,Ricardo Martin,"017 Santiago Way
Belltown, ND 50854",2002-09-30,65525,gjones@example.com,001-926-895-4595x917,Spec_0 : cYdtDZqTTZ,Spec_1 : SWayJKioVI,6923424
"Hanson, Bell and Davis",2018,Saint Martin,Amanda Anderson,David Dennis,"494 Mary Manor
Jasonview, KY 93616",2021-07-03,61240,mcdonalddavid@example.com,861.764.2593x0557,Spec_0 : GHvxApBJlu,Spec_1 : MNgKLZkMzp,3753888
Potter Inc,1932,Bangladesh,Marcus Davis,James Moreno,"550 Macias Mountains
Harrisonside, GA 88824",2014-05-27,35345,whitekelly@example.net,751-588-2343x38832,Spec_0 : amdSOwhqiv,Spec_1 : NqsROxSUkG,7833497
Martin-Taylor,1920,Tonga,Keith Ward,Brandy Steele,"33603 Michael Point Suite 063
Port Robinport, DC 86574",2007-11-21,87117,alyssajones@example.com,(565)878-9409x282,Spec_0 : akbilBCOcV,Spec_1 : aoPSDoqPcs,9645979
Mckinney-Carter,1970,Mozambique,Ronald Green,Kristin Gibson,"6730 Christina Plaza Suite 131
West Chelsea, TN 63346",2002-08-14,97865,cheryl73@example.org,583-148-3780,Spec_0 : lsnLTLdtsL,Spec_1 : hUfhdlXSQB,2564260
Bryan PLC,1985,Comoros,Miranda Dunn,Amanda Johnson,"8671 Munoz Trace Apt. 209
Garciahaven, CO 78553",2013-07-23,11443,williamhernandez@example.com,6368971863,Spec_0 : LmBNMRGpun,Spec_1 : DnTvhHZmqh,1497966
Stephens-White,1987,Hungary,Cheyenne Griffin,Kathleen Martinez DVM,"944 Taylor Lights Suite 864
Lake Robert, CT 30694",2005-12-09,88127,awalton@example.net,(439)183-0446x569,Spec_0 : ZHdBIyuAla,Spec_1 : nEIkcGCBoe,2316895
"Oconnor, Newton and Medina",1989,Venezuela,James Willis,Lisa Parker,"468 Bradshaw Avenue
Lake Kimberly, OH 56712",2009-01-26,31140,millerdaniel@example.org,+1-355-037-6113x637,Spec_0 : dkuigpWnfn,Spec_1 : DoRUMAWowM,1796460
White Group,1963,Netherlands Antilles,Mackenzie Lee,Kevin Butler,"307 Smith Tunnel Apt. 236
East Katherine, MS 34817",2005-06-16,83536,derek62@example.com,001-552-899-2983x2592,Spec_0 : zzpiXDJvRX,Spec_1 : nODYOKkrra,8882043
Wade-Andrade,2016,Egypt,Samantha Moore,Jay Owens,"Unit 8160 Box 4075
DPO AE 26504",2008-08-11,26432,jaclynmarshall@example.net,195.544.9668,Spec_0 : rnToUMHIRQ,Spec_1 : OBoaQIqzEO,6045650
Mitchell Inc,2017,Philippines,Gail Lopez,James Gutierrez,"14198 Nathan Light
Lauratown, WI 19265",2019-10-14,13156,dorothy57@example.org,(538)937-5512x3348,Spec_0 : BmyxHUtkya,Spec_1 : ikQIAwAbQQ,5143811
"Miranda, Wheeler and Robles",1947,Nauru,Tyler Vargas,Deborah Webb,"8358 West Dale
Alexton, IN 49141",2011-06-18,77290,michelenichols@example.org,001-466-710-8457x031,Spec_0 : hFQIaSJzPk,Spec_1 : IvxZgEfWeC,1304828
"Garner, Owen and Young",1961,Sri Lanka,Ashley Washington,Tina Lowe,"0511 Robin Garden Suite 219
Anthonyshire, WI 46238",2013-08-08,13500,millerjoseph@example.net,+1-346-291-9443x79202,Spec_0 : AYNqnUCVmU,Spec_1 : SeDwizZMWj,3906519
"Lee, Taylor and Edwards",1901,Guadeloupe,Brian Melendez,Elizabeth Gonzalez,"PSC 2677, Box 5466
APO AA 07985",2021-11-12,38854,pherrera@example.net,114-947-2794,Spec_0 : ITFTJgmZvO,Spec_1 : kkfRrdEpLV,4323120
Hawkins-Alvarez,1914,Guatemala,Patricia Blair,Elijah Carr,"26400 Lori Meadows Apt. 338
Millerbury, AS 14165",2007-09-08,19108,kayala@example.net,+1-504-932-2973x37845,Spec_0 : MBlRxJKfBV,Spec_1 : iYfFbSUtiA,4365473
Reyes-Brown,2016,Dominican Republic,Amanda Erickson MD,Melissa Jimenez,"538 Taylor Lane
Port Michaelton, IN 01043",2002-02-12,09445,shenderson@example.net,001-294-200-0666,Spec_0 : iGGsQqfcpz,Spec_1 : QCIFHYOJTL,7074959
"Holland, Jacobs and Morgan",2005,Lesotho,Jennifer Beck,Laura Robinson,"33735 Kirk Tunnel Apt. 014
Frankville, VI 94954",2019-04-09,59701,melissaespinoza@example.org,+1-900-714-3926,Spec_0 : UoZEeHhNyA,Spec_1 : hNiXuvxAQW,1221881
Patton-Sanchez,2011,Antigua and Barbuda,Casey Smith,Elijah Dickson,"870 Jones Port Apt. 515
Conradmouth, FM 91573",2013-12-10,78646,kenneth62@example.net,6464319307,Spec_0 : xceaVOCbEa,Spec_1 : asJqZxfjul,6754745
Jacobs and Sons,2012,Bahrain,Joseph Mitchell,Andrea Green,"712 Vargas Lake
Pottsview, NH 31722",2011-05-18,64093,leecathy@example.org,+1-333-344-9327x1513,Spec_0 : eeGrCmRTlY,Spec_1 : VEjYVvtnOv,2114780
"Simpson, Harris and Ramsey",1964,Kuwait,Jonathan Mcdonald,Jennifer Barajas,"143 Robert Trafficway Apt. 637
Anneton, IA 57233",2003-09-26,04577,michelle72@example.org,+1-500-727-5163x4270,Spec_0 : QTDzCtAmay,Spec_1 : sfnISODyQt,2211418
Brooks-Kirk,1929,Rwanda,Kimberly Moore,Cesar Miller,"8172 Elliott Ferry Suite 286
Lake Michaelmouth, NC 62402",2020-06-16,44634,ycrawford@example.com,451.798.9125x0284,Spec_0 : gwrBOUEYbL,Spec_1 : HZuYPkrimI,5006780
"Williams, Jones and Rivera",1935,Wallis and Futuna,Debbie Faulkner DVM,Kendra Ponce,"5687 Sarah Trail
Christopherview, NM 67247",2016-12-31,03143,austinalicia@example.org,152-824-2746,Spec_0 : FqnQCucTNi,Spec_1 : KRDubWoCiy,1169090
Bentley and Sons,1907,Congo,Jeffery Price,John Osborne,"8469 Annette Rue Suite 836
North Sharon, NJ 79643",2018-04-17,46022,edaniels@example.net,001-362-945-5073x2814,Spec_0 : ZbxeqtNNmZ,Spec_1 : JAYquoGdrs,5753184
Dudley Group,1921,French Southern Territories,Christopher Moore,Alison Ortega,"1872 Katie Roads Suite 822
Stephaniemouth, NC 08380",2006-05-09,90392,jreeves@example.net,517-503-5335,Spec_0 : FwLhSESiRU,Spec_1 : eirgPnoNiI,2321151
Richardson-Johnston,1988,Fiji,Jennifer Lee,Alexandra Patel,"8112 Brittany Parks Apt. 204
Jacquelinetown, MS 47166",2006-07-25,17863,claytonamanda@example.net,001-769-414-9581x4855,Spec_0 : hKfvJCjXya,Spec_1 : foPosgoJhN,9847028
Wolfe Ltd,1982,Equatorial Guinea,Emily Bonilla,Jeffrey Riley,"31541 Christensen Drive Apt. 417
Nicholasmouth, WV 85905",2014-09-28,95476,garciawilliam@example.org,001-207-647-4178x6788,Spec_0 : oJilmydatX,Spec_1 : JUecVARdhB,6913614
Martin Inc,2013,Brunei Darussalam,William Santos,Kristi Mathis,"987 Mary Roads Apt. 645
Millermouth, FM 88026",2008-02-14,40039,ericgardner@example.com,636-993-7653,Spec_0 : nInwUDwJmR,Spec_1 : bewWcslNKl,3839764
Jackson Inc,1989,Saint Helena,Joseph Mitchell,Diane Garcia,"958 Rebecca Rapid
West Bryanville, FL 07639",2013-01-04,18440,uking@example.com,295-157-2616x594,Spec_0 : RIVKopSPMN,Spec_1 : QNVLZqOfBO,4011594
"Olson, Higgins and Cervantes",1924,Comoros,Richard Griffin,Stephanie Howell MD,"002 Henry Vista
Lake Daniel, MI 84886",2004-08-31,94941,steven29@example.net,6717282899,Spec_0 : cmddnncWbk,Spec_1 : qzFHMKTcqy,7447091
Warren Inc,1929,Serbia,Michael Stevenson,Ryan Bowman,"833 Robert Shoals Apt. 774
Lake Darius, IA 31479",2011-04-06,41747,linda42@example.com,436-525-7669,Spec_0 : MEtrAMPVXX,Spec_1 : CrqgMAnoPR,4790819
Villegas-Moore,1925,Dominica,Rachel Smith,Carla Miller,"3949 Lynn Heights Suite 070
Harrisberg, GU 30432",2012-01-03,68193,kylequinn@example.net,919.948.1195x87021,Spec_0 : GdTpfRUuIu,Spec_1 : THmzwCqmkz,1765830
"Wilson, Cross and Bryant",1950,Uzbekistan,Darren Moreno,Jeffrey Adams,"79229 Moss Crest Apt. 841
Jennifertown, SD 74306",2022-11-29,92318,hernandezcarolyn@example.com,+1-996-479-2710,Spec_0 : VbKLOcTGBa,Spec_1 : nuiQXDGXpn,3465233
Jensen LLC,1990,Turkey,Stacy Mills,Michelle Gross,"0019 Sanders Pines
Roberthaven, MP 56983",2021-11-13,56699,millerraymond@example.com,7329110348,Spec_0 : hPBsKmlBax,Spec_1 : CtPqSsoXXL,3889443
Walker-Smith,1915,Saint Martin,Alexander Wilson,Mario Lawson,"577 Jacob Squares Apt. 081
East Larryside, AS 64926",2018-03-15,74445,hdixon@example.org,796.292.1812x131,Spec_0 : HKzgbhSKhH,Spec_1 : ELLDSEmFpY,7900383
Williams-Clay,1935,South Africa,Lawrence Taylor,Randy Landry,"91451 Hood Roads Apt. 176
Port Mikemouth, MI 36708",2004-05-02,59598,jacksonjohnny@example.org,2926072022,Spec_0 : BbjxWKPcdp,Spec_1 : ZFvEegoJAI,3631237
"Miranda, Zamora and Nash",1913,Saudi Arabia,Michele Brown,Julia Hendricks,"6988 Chelsea Track
West Carolyn, GU 63780",2023-04-25,45444,marydaniel@example.com,(100)019-5432x29058,Spec_0 : BPaDrKJUpG,Spec_1 : uAaykEdblG,4109852
Castro Group,1962,Ghana,Alyssa Myers,Christian Garcia,"3191 Jay Hill Apt. 296
South Walter, WY 37625",2004-07-26,59855,nicholas54@example.net,4304654273,Spec_0 : IvTmVQCtEi,Spec_1 : vNOtpTFTwO,6454598
"Davis, Mitchell and Monroe",1995,Wallis and Futuna,Sean Daniel,Michael Robinson,"892 Williams Well Suite 003
Michellehaven, CA 35065",2022-03-14,20394,eibarra@example.org,+1-169-316-0358x44222,Spec_0 : VJxoNFHxWf,Spec_1 : XPaOXOMnnG,8608895
"Jones, Duncan and Walls",1910,Kazakhstan,Eric Clark,Justin Morrison,"78773 George Groves
North Krystalbury, IN 52572",2016-01-01,97208,peterjenkins@example.net,(382)602-1392x254,Spec_0 : jeclgJHfxo,Spec_1 : jKfkTAVMnG,8978682
King-Jackson,1983,Liberia,Lisa Riddle,Victoria Wright,"43291 Kelly Pines
Michellemouth, TN 19785",2012-09-09,48109,olsongreg@example.org,+1-157-320-4793,Spec_0 : vEZZvyaqtD,Spec_1 : OvmmiLezZK,4313893
"Scott, Martin and Swanson",1932,Bhutan,Holly Farrell,Cody Wood,"523 Burke Lane
West Maryfort, NJ 69530",2005-05-05,92997,allencopeland@example.com,001-756-845-7361x180,Spec_0 : xAjsVVUqtM,Spec_1 : FlCvOghdXQ,9288506
Hoffman PLC,2007,Sierra Leone,Warren Joyce,Joseph Atkinson,"40757 Merritt Mount Suite 149
Levinefurt, ME 49411",2009-06-14,17341,dana47@example.org,587.614.5300x50832,Spec_0 : gHgrVqiGLj,Spec_1 : ymPekwcDAj,7580520
Weber-Conley,1977,Czech Republic,Victoria Valdez,Michael Moore,"72868 Lauren Junction Apt. 929
South Robertfurt, IN 69563",2002-09-30,57241,joshua15@example.net,(698)557-9594,Spec_0 : eqPuTcELDX,Spec_1 : ulPZEBgbfH,4200967
Grant and Sons,2001,France,Richard Gallagher,Rebecca Brown,"544 Kent Grove Suite 955
Coxbury, GU 64579",2008-03-09,73420,qjones@example.com,001-357-500-2033,Spec_0 : JRRMZDlbAA,Spec_1 : sVRakNGsmE,1993200
Nguyen-Anthony,1978,British Virgin Islands,Joseph Drake,Casey Jackson,"39690 Mccann Mission Suite 645
Aliciaside, ND 57325",2013-09-19,61144,bskinner@example.net,737.096.3854x586,Spec_0 : YWZQgfoJqS,Spec_1 : myILTafNIG,1384779
Mack Group,1991,Marshall Islands,Brandon Ball,Zachary Guzman,"96371 James Mountains
Proctorville, MH 70539",2019-04-04,63139,tvargas@example.net,001-622-904-2222x3235,Spec_0 : iWdxlRbnVn,Spec_1 : VMXuvZlYEg,2383670
Brown-Jackson,1966,Bulgaria,Larry Hopkins,Vanessa Delacruz,"83427 Nicholson Harbor Apt. 844
Port Ashleyshire, NE 37513",2022-02-12,02471,rossamber@example.com,(868)328-7427x3564,Spec_0 : HKIckbMfSL,Spec_1 : cnUiakzqxL,6093627
Wolf Ltd,1941,Moldova,Paul Christian,Daniel Richards,"0810 Patel Square Apt. 511
Lake Tonichester, PR 37384",2021-09-12,28391,yjohnson@example.net,3718419139,Spec_0 : FuDYVaxyJW,Spec_1 : OswhObrRXE,7941786
Sweeney LLC,2008,Madagascar,Julie Scott DVM,Courtney Smith,"8670 Kyle Forges Suite 522
Marystad, AS 71174",2012-07-04,17428,huntkara@example.net,267.143.9900x483,Spec_0 : ufgAKBJgVS,Spec_1 : yDVUNEHDUY,5222409
Fernandez Group,1946,Nepal,Patricia Patel,Loretta Lambert,"02248 Anderson Cliff Apt. 920
Rivasborough, PA 03857",2016-06-28,37050,hartolivia@example.com,3902702934,Spec_0 : PMgzsclVac,Spec_1 : vHGWoTwFms,1756372
Wilson and Sons,2021,Cambodia,Amy Marshall,Reginald Nelson,"5360 Castro Fall Suite 312
Robertsshire, WA 42445",2015-06-09,11985,seanwright@example.com,(600)353-2560x01874,Spec_0 : CCjgniyUaY,Spec_1 : LbgfvUhVKA,3227549
"Aguilar, Bell and Shields",1976,Haiti,Rick Davis,Jody Marshall,"370 Alejandro Islands Apt. 167
New Luke, KY 83602",2013-08-17,63918,smills@example.org,001-797-020-3522x359,Spec_0 : qeLPoEytZr,Spec_1 : eHXSpfoeLf,9503017
Harris Group,1932,Kyrgyz Republic,Kyle Oconnor,Jessica Williams,"947 Powell Wall Suite 583
Judychester, IN 04921",2013-03-20,02028,imatthews@example.com,+1-942-219-4001,Spec_0 : NbgEJkQVOE,Spec_1 : vdUXFXcmwM,2995981
"Hawkins, Lara and Vaughan",1975,Guatemala,Matthew Knapp,Katie Soto,"8534 Alfred Drives
North Kellyfurt, SC 68712",2006-01-18,00881,uhernandez@example.com,386-329-5405,Spec_0 : gYaZApFHax,Spec_1 : XCyuyfTsMT,7219656
"Beck, Santos and Smith",2001,Zambia,Catherine Alvarado,Derek Brown,"9370 Janet Lock Apt. 156
Jamesberg, FL 76484",2015-03-10,32917,reeseanna@example.net,6676808379,Spec_0 : nBOHPpULwo,Spec_1 : eQeuKfukXl,5891478
"Acosta, Knox and Martinez",2023,Martinique,Austin Chaney,Jason Smith,"401 Wright Square
Dominicfort, ID 42130",2023-10-02,60897,boyerheather@example.org,001-207-561-7688x052,Spec_0 : ogwXObwUSt,Spec_1 : jmGSxmmfDQ,1621342
Craig-Goodwin,1987,Mozambique,Kyle Mueller,Jennifer Taylor,"3732 Conner Ridge
Michelletown, KS 36032",2016-06-07,88597,david17@example.net,001-022-343-5175x56941,Spec_0 : cYXBQjrmAB,Spec_1 : CrvqGdlcYO,8354131
Collins-Zuniga,2014,Sao Tome and Principe,Brandon Cunningham,Victoria Nguyen,"510 Walsh Rapid Apt. 570
South Markland, OH 48767",2018-07-19,74184,ssuarez@example.com,5037993010,Spec_0 : dTWzTQUQzy,Spec_1 : bRRXRVuqFZ,7635931
Park-Anderson,1938,Latvia,Daniel David,Justin Sharp,"80785 Thomas Brooks
East Jamesfurt, AL 04888",2020-12-18,97268,ralph97@example.org,648-367-8643,Spec_0 : kduVfRGWMb,Spec_1 : JfsmKUQMyu,5530246
"Fowler, Long and Kelly",1936,Northern Mariana Islands,Catherine Garcia,Scott Browning,"597 Greer Stream Apt. 785
East Kathy, CT 57361",2008-01-29,55928,wilsonandre@example.net,219.593.9061x36431,Spec_0 : ucsVGIWkSM,Spec_1 : EauFUUytvy,2088362
"Green, Johnson and Gonzales",1901,Macao,Kimberly Rodriguez,Laura Campbell,"53746 Trevino Forge
Markborough, GA 66889",2009-08-25,02645,andrew96@example.net,800.225.4566,Spec_0 : BYNkXDkrAY,Spec_1 : DyLXwAkNoR,9890738
Norris-Cole,2019,Comoros,Michelle Carter,Amber Stewart,"67769 Joseph Harbor Apt. 985
New Briana, ME 15571",2019-01-22,73965,unovak@example.com,(824)163-1192,Spec_0 : hbcdjfQelU,Spec_1 : QqUWLxWiuw,6784684
"Liu, Sanchez and Horne",1939,Rwanda,Angela Hancock,Joshua Paul,"442 Price Ramp
Lake Jessicashire, CT 28626",2010-05-01,73767,nelsonamanda@example.com,931.620.7083x3135,Spec_0 : CWRjJPyvoO,Spec_1 : XRlVeNjxGa,6780979
Thomas-Lewis,1932,Saudi Arabia,Jeffrey Parker,Jessica Anderson,"730 Cheryl Glens Apt. 151
Miguelmouth, PW 05400",2005-03-07,92117,fergusonthomas@example.org,(627)336-4601,Spec_0 : piMJttXNwC,Spec_1 : BCglcFDSGF,4025026
"Martin, Hughes and Dunn",1938,Ecuador,Eileen Williams,Luke Watkins,"610 Richard Crossroad
Jacquelineton, NC 58632",2011-10-28,02795,imartinez@example.org,376.223.0453x71556,Spec_0 : qHPrSOUGWH,Spec_1 : JoYirMfpnP,2540805
Sullivan PLC,1944,Singapore,Mr. Jared Rodriguez,Jason Wong,"2148 Mark Shoals Suite 454
Diazburgh, MI 57064",2003-10-17,81700,michael45@example.org,(464)565-1057x15301,Spec_0 : anrjmvBKWM,Spec_1 : HNQxAtxhFi,4701622
Fleming Ltd,1964,Guinea,Richard Fuller,Brandon Kirk,"5414 Jamie Pine Suite 232
South Jennifer, SC 58832",2017-08-21,29925,michael24@example.net,001-694-829-3776,Spec_0 : NSNsAfVpkL,Spec_1 : AhHUYyRvop,8115725
Stanley PLC,1984,Chad,Aaron Smith,Adam Richardson,"7094 Robert Cliff Suite 450
Wilsonberg, CO 18371",2020-07-26,64928,lanejeremy@example.org,001-930-441-5417x1043,Spec_0 : JLhZLzYeeE,Spec_1 : rzwtCtaFZc,4906456
Reyes Ltd,1953,Kuwait,Michael Taylor,Veronica Rogers,"61377 Williams Parkways Suite 893
Josephview, AR 55745",2003-10-20,43629,robin35@example.org,718.329.9820x154,Spec_0 : MfvbsOHgpz,Spec_1 : WPCTAItjaM,7453969
"Santiago, Garcia and Lopez",1905,Uruguay,Leslie Johnson,Chelsea Johnson,"48721 Anna Port
West Michaelfurt, TN 66617",2020-08-29,51870,dominiquesmith@example.net,4470229934,Spec_0 : FwTuHCuAle,Spec_1 : jbtZbJqMGA,2670337
Holland-Braun,1989,Syrian Arab Republic,Robert Taylor Jr.,Crystal Whitney,"552 Wallace Forges
Hayleyland, NY 69587",2018-08-06,82597,lreeves@example.net,499.066.3000x522,Spec_0 : xPrrePVxuo,Spec_1 : GQvEMHrndd,4081126
Knight-Barrett,1957,Northern Mariana Islands,Mr. Alexander Hudson Jr.,Erica Chen,"759 Blackburn Pike
Cartertown, PW 77406",2014-01-23,58938,wreed@example.com,(449)532-6564,Spec_0 : DtQnOAocsM,Spec_1 : LhCzZmHfQm,4590466
Walton PLC,1922,Indonesia,Christopher Wilson,Emily Russell,"USCGC Green
FPO AP 74621",2009-04-16,50780,zachary46@example.com,001-315-074-6952x11388,Spec_0 : ToVvBqHyMV,Spec_1 : puJtmwcbzA,3676076
"Moyer, Curry and Orr",1978,French Guiana,Bethany Brady,Kevin Chandler,"54329 Matthew Haven
Emilyborough, NE 22303",2010-03-17,48362,mcclurelaura@example.com,838-383-8045,Spec_0 : puHIwwUQkE,Spec_1 : KHCtBRFDdE,8713637
Morgan-Stephenson,1981,Suriname,Brenda Weber,Steven Ross,"575 Rebecca Loop Suite 177
Mcdowellborough, IL 06574",2014-12-12,07132,tacosta@example.com,(397)428-8133,Spec_0 : IAvFAbFrqE,Spec_1 : CoXYxzPLnj,5367279
"Garcia, Vaughn and Cooper",1932,Tajikistan,Melvin Maldonado,Debra Lee,"959 Randy Stream Apt. 260
East Ericville, IN 55995",2003-06-23,12516,aaronfoster@example.com,355.442.1904x5815,Spec_0 : SKoQkHBIQP,Spec_1 : QIScmTeiBW,1379904
Johnson and Sons,1997,United Arab Emirates,Kara Stout,Maria Miller,"57373 Cynthia Creek Apt. 459
New Ashleyville, IA 34602",2007-11-02,27083,jacksondaisy@example.net,+1-540-945-6759x86370,Spec_0 : OWeWrtUnBi,Spec_1 : gPHZMZlQyL,7208754
Mcguire Ltd,1911,Sri Lanka,Emily Shaw,Erica Martin,"831 Greene Square
Henryfurt, NC 01432",2018-06-11,74849,rtorres@example.net,9245515940,Spec_0 : tgMERmFrLE,Spec_1 : mEpTwhwdqf,7301229
Gould-Thomas,1994,Haiti,Aaron Ryan,Tammy Krueger,"3294 Taylor Station
North Nicholas, PR 83934",2006-08-14,14771,kennedykayla@example.com,839-246-4497x057,Spec_0 : NBUKHWREtf,Spec_1 : KTssNMlvyd,6031222
Williams LLC,1932,New Zealand,Jeremy Hudson,Julie Dennis,"12678 Lambert Lodge
West Danieltown, NH 04571",2008-06-28,56300,twest@example.com,001-866-223-2823x33019,Spec_0 : mdhnlihsJQ,Spec_1 : wCaZEHgPgI,1922938
"Estrada, Mahoney and Mitchell",1992,Ghana,Amanda George,Jessica Williams,"Unit 6176 Box 8664
DPO AE 78322",2002-10-02,79057,alexisdodson@example.org,525.035.3946,Spec_0 : OjeWIIegsQ,Spec_1 : MfLYTcaRlX,7452568
"Vazquez, Barker and Brown",1901,Australia,Jason Flores,Robin Mccarthy,"27955 Patterson Road
Samanthaburgh, TN 62733",2008-09-19,61664,andrea01@example.net,462-683-3319,Spec_0 : MJdUoMjOAj,Spec_1 : UfggsBuaAe,3615844
"Chavez, Graham and Smith",1914,Palau,Chelsea Burnett,Mark Wilson,"779 Keith Ville Suite 955
Jeffreyview, HI 35509",2009-12-28,89672,jesse35@example.org,+1-944-019-9126x60444,Spec_0 : BawwmTZhMU,Spec_1 : HeUcKnIGUP,9362757
